"SV Tag","Requirement text","Name","To Date","From Date","Program Field","Source","Status","Traced-from","Traced-to","Unique ID","Program Field Type","Service Level Description","Deprecated","Service Type","RootTag#"
"SV27.2","","Shelter Conversion to Transitional Housing Subsidy","","2/22/2010","","KPMG","Active","","","2065","","","false","Public","27"
"SV27.3","","Residential Rehabilitation Assistance (Loan)","","2/22/2010","","KPMG","Active","","","2066","","","false","Public","27"
"SV27.4","","Affordable Housing Strategy Development","","2/22/2010","","KPMG","Active","","","2067","","","false","Public","27"
"SV28","A public service provided to social housing residents and social housing operators offering non-profit or co-operative housing communities where some or all the rents are subsidized.","Social Housing","","2/22/2010","","KPMG","Active","","","1829","","","false","Public","28"
"SV28.1","A public service provided to assisted and non-assisted housing occupants offering lower cost rental accommodation to meet their housing needs.","Social Housing Accommodation","","2/22/2010","","KPMG","Active","","","2068","","","false","Public","28"
"SV28.2","","Rent Geared to Income Housing Subsidy","","2/22/2010","","KPMG","Active","","","2069","","","false","Public","28"
"SV28.3","A public service provided to social housing owners offering subsidies for rent for assisted housing leaseholders and occupants to meet their housing needs.","Social Housing Subsidy","","2/22/2010","","KPMG","Active","","","2070","","","false","Public","28"
"SV28.4","A public service provided to landlords and tenants of income supported housing offering a rent supplement to cover a portion of the costs of rent.","Rent Supplement","","2/22/2010","","KPMG","Active","","","2071","","","false","Public","28"
"SV29","A public service provided to victims of emergency incidents and hospital patients offering pre-hospital advanced medical and trauma care, and patient transfer.","Paramedic Care","","2/22/2010","","KPMG","Active","","","1830","","","false","Public","29"
"SV29.1","An intenal service provided to paramedic care service providers offering receipt of calls and the dispatching of resources to respond to service requests.","Paramedic Call Taking and Dispatching","","2/22/2010","","KPMG","Active","","","2072","","","false","Public","29"
"SV29.2","A public service provided to paramedic patients offering pre-hospital care by a paramedic prior to receiving hospital medical care, and includes stabilization, comfort, assessment / referral, and transport from the scene of an incident to the hospital.","Paramedic Emergency Care","","2/22/2010","","KPMG","Active","","","2073","","","false","Public","29"
"SV29.3","A public service provided to paramedic patients offering safe transfer from / to hospital / clinic and home.","Paramedic Patient Transfer","","2/22/2010","","KPMG","Active","","","2074","","","false","Public","29"
"SV29.4","","Paramedic Community Care","","2/22/2010","","KPMG","Active","","","2075","","","false","Public","29"
"SV29.5","","Paramedic Standby Support","","2/22/2010","","KPMG","Active","","","2076","","","false","Public","29"
"SV30","A public service provided to at risk individuals and their families offering consultation and assessment of the impacts of risks and choices they have in lifestyle options.","Public Health Care & Treatment","","2/22/2010","","KPMG","Active","","","1831","","","false","Public","30"
"SV30.1","A public service provided to chronic disease sufferers and their families offering advice and assessment of the impacts of the chronic disease on lifestyle options.","Chronic Disease Consultation and Assessment","","2/22/2010","","KPMG","Active","","","2077","","","false","Public","30"
"SV30.2","A public service provided to pregnant women offering advice on how to improve personal health during pregnancy.","Reproductive Health Consultation and Assessment","","2/22/2010","","KPMG","Active","","","2078","","","false","Public","30"
"SV30.3","A public service provided to mentally challenged individuals offering advice on how to improve personal health and live with mental health issues.","Mental Health Consultation and Assessment","","2/22/2010","","KPMG","Active","","","2079","","","false","Public","30"
"SV30.4","A public service provided to injury victims or candidates offering advice on how to improve personal health.","Injury Prevention Consultation and Assessment","","2/22/2010","","KPMG","Active","","","2080","","","false","Public","30"
"SV30.5","A public service provided to substance abusers offering advice on how to improve personal health.","Substance Misuse Prevention Consultation and Assessment","","2/22/2010","","KPMG","Active","","","2081","","","false","Public","30"
"SV30.6","A public service provided to children and youth offering advice on how to improve personal health.","Children and Youth Health Consultation and Assessment","","2/22/2010","","KPMG","Active","","","2082","","","false","Public","30"
"SV30.7","A public service provided to vulnerable adults and seniors offering advice on how to improve personal health.","Vulnerable Adults and Seniors Consultation and Assessment","","2/22/2010","","KPMG","Active","","","2083","","","false","Public","30"
"SV30.8","A public service provided to low income dental patients and their families offering dental / oral treatment at limited or no cost.","Oral / Dental Treatment","","2/22/2010","","KPMG","Active","","","2084","","","false","Public","30"
"SV31","A public service provided to individuals infected with a disease offering control of the spread of the disease within the individual and to others.","Public Health Disease Control","","2/22/2010","","KPMG","Active","","","1832","","","false","Public","31"
"SV31.1","A public service provided to individuals infected with a sexually transmitted disease offering drugs for the treatment of sexually transmitted diseases free of charge.","Sexually Transmitted Disease Control","","2/22/2010","","KPMG","Active","","","2085","","","false","Public","31"
"SV31.2","A public service provided to victims of infectious disease offering immunization and/or treatment for infection.","Infectious Disease Control","","2/22/2010","","KPMG","Active","","","2086","","","false","Public","31"
"SV32","A public service provided to at risk individuals offering information and promotional material recommending options for living alternate lifestyle options.","Public Health Promotion & Advocacy","","2/22/2010","","KPMG","Active","","","1833","","","false","Public","32"
"SV32.1","A public service provided to chronic disease sufferers and candidates offering alternative lifestyle options for living with chronic disease.","Chronic Disease Promotion & Advocacy","","2/22/2010","","KPMG","Active","","","2087","","","false","Public","32"
"SV32.2","A public service provided to chronic disease candidates and their families offering promotional and prevention awareness campaigns to educate candidates of lifestyle choices.","Chronic Disease Prevention Promotion","","2/22/2010","","KPMG","Active","","","2088","","","false","Public","32"
"SV32.3","A public service provided to pregnant women offering prevention and promotional campaigns to increase awareness about healthy pregnancy.","Reproduction Health Promotion","","2/22/2010","","KPMG","Active","","","2089","","","false","Public","32"
"SV32.4","A public service provided to injury victims or candidates offering prevention and promotional campaigns to increase awareness and treatment interventions.","Injury Prevention Promotion","","2/22/2010","","KPMG","Active","","","2090","","","false","Public","32"
"SV32.5","A public service provided to mentally challenged individuals and their families offering promotional campaigns aimed at increasing awareness about how to live with mental health challenges.","Mental Health Promotion","","2/22/2010","","KPMG","Active","","","2091","","","false","Public","32"
"SV32.6","A public service provided to children, youth and their families offeirng promotional campaigns aimed at increasing awareness about healthy lifestyles.","Child and Youth Health Promotion","","2/22/2010","","KPMG","Active","","","2092","","","false","Public","32"
"SV32.7","A public service provided to food preparation, handling and processing operators and food consumers offering promotional campaigns aimed at informing people about how to improve food safety.","Food Safety Promotion","","2/22/2010","","KPMG","Active","","","2093","","","false","Public","32"
"SV32.8","A public service provided to potential candidate victims of health hazards offering promotional campaigns aimed at increasing awareness of potential air, water and land quality health hazards.","Health Hazard Promotion","","2/22/2010","","KPMG","Active","","","2094","","","false","Public","32"
"SV33","A public service provided to at risk individuals and their families offering education on how to improve their personal lifestyle options.","Public Health Education","","2/22/2010","","KPMG","Active","","","1834","","","false","Public","33"
"SV33.1","A public service provided to chronic disease sufferers and their families offering education on how to live a productive life with a chronic disease.","Chronic Disease Education","","2/22/2010","","KPMG","Active","","","2095","","","false","Public","33"
"SV33.2","A public service provided to pregnant women offering group education on how to improve personal health during pregnancy.","Reproductive Health Education","","2/22/2010","","KPMG","Active","","","2096","","","false","Public","33"
"SV33.3","A public service provided to substance abusers offering group education on how to improve personal health.","Substance Misuse Prevention Education","","2/22/2010","","KPMG","Active","","","2097","","","false","Public","33"
"SV33.4","A public service provided to school aged children and youth offering group education on how to improve personal health.","School Age and Youth Health Education","","2/22/2010","","KPMG","Active","","","2098","","","false","Public","33"
"SV33.5","A public service provided to vulnerable adults and seniors offering group education on how to improve personal health.","Vulnerable Adults and Seniors Health Education","","2/22/2010","","KPMG","Active","","","2099","","","false","Public","33"
"SV33.6","A public service provided to sexually active adults offering courses on safe sexual behaviour.","Sexual Health Education","","2/22/2010","","KPMG","Active","","","2100","","","false","Public","33"
"SV34","A public service provided to business establishments offering regular inspection and enforcement of public health regulations and standards.","Public Health Inspection and Enforcement","","2/22/2010","","KPMG","Active","","","1835","","","false","Public","34"
"SV34.1","A public service provided to food establishments offering regular inspection of establishments that serve or sell food and enforcement of regulations.","Food Safety Inspection and Enforcement","","2/22/2010","","KPMG","Active","","","2101","","","false","Public","34"
"SV34.2","A public service offering regular inspection of water sources and surface water bodies.  The main objective of the Safe Water Program is to protect public health by ensuring that drinking water meets the health-related parameters of the Ontario Drinking Water Standards.","Water Safety Inspection","","2/22/2010","","KPMG","Active","","","2102","","","false","Public","34"
"SV34.3","A public service provided to health hazard violators (e.g. firms emitting hazardous material into the air, water or land) and potential candidate victims of health hazards offering monitoring of air, water and land quality to ensure that it complies with provincial standards, and enforcing compliance with emission standards for violators.","Health Hazard Inspection and Monitoring","","2/22/2010","","KPMG","Active","","","2103","","","false","Public","34"
"SV35","A public service provided to the elderly and frail adults offering accommodation and supports.","Long-Term Care","","2/22/2010","","KPMG","Active","","","1836","","","false","Public","35"
"SV35.1","A public service provided to the general public offering referral to appropriate community/provincial contacts. Will assist in contacting where required.","Long-Term Care Information and Referral","","2/22/2010","","KPMG","Active","","","2104","","","false","Public","35"
"SV35.2","A public service provided to long-term care recipients offering eligibility assessment and coordination of services to meet long-term care needs.","Long-Term Resident Care Case Management","","2/22/2010","","KPMG","Active","","","2105","","","false","Public","35"
"SV35.3","A public service provided to long-term care recipients offering a period of accommodation for adults with various levels of care needs.","Long-Term Care Accommodation","","2/22/2010","","KPMG","Active","","","2106","","","false","Public","35"
"SV35.4","A public service provided to long-term care recipients offering overnight accommodation and individualized care on an overnight basis.","Long-Term Convalescent Care","","2/22/2010","","KPMG","Active","","","2107","","","false","Public","35"
"SV35.5","A public service provided to long-term care recipients offering admission to the facility for those eligible adults for up to 90 days/year.","Long-Term Care Respite Care","","2/22/2010","","KPMG","Active","","","2108","","","false","Public","35"
"SV35.6","An internal service provide to long-term care service providers offering access to qualified volunteers.","Long-Term Care Volunteer Management","","2/22/2010","","KPMG","Active","","","2109","","","false","Internal","35"
"SV36","A public service provided to property owners offering safe removal and disposal of storm water.","Storm Water Drainage","","2/22/2010","","KPMG","Active","","","1837","","","false","Public","36"
"SV36.1","An internal service provided to storm water drainage service providers offering design and construction of storm water drainage systems.","Storm Water Drainage System Design & Construction","","2/22/2010","","KPMG","Active","","","2110","","","false","Internal","36"
"SV36.2","An internal service provided to storm water drainage service providers offering maintenance of storm water drainage systems.","Storm Water Drainage System Maintenance","","2/22/2010","","KPMG","Active","","","2111","","","false","Internal","36"
"SV36.3","An internal service provided to storm water drainage service providers offering treatment of storm drainage water.","Storm Water Treatment","","2/22/2010","","KPMG","Active","","","2112","","","false","Internal","36"
"SV36.4","","Local Drainage Improvement ","","2/22/2010","","KPMG","Active","","","2113","","","false","Internal","36"
"SV36.5","An internal service provided to storm water drainage service providers offering management and optimization of storm water drainage infrastructure over its lifespan.","Storm Water Drainage Infrastructure Lifecycle Management","","2/22/2010","","KPMG","Active","","","2114","","","false","Internal","36"
"SV37","A public service provided to property owners offering access to the amenities of trees.","Urban Forestry","","2/22/2010","","KPMG","Active","","","1838","","","false","Public","37"
"SV37.1","A public service provided to property owners offering access to the amenities of boulevard trees.","Boulevard Forestry","","2/22/2010","","KPMG","Active","","","2115","","","false","Public","37"
"SV37.2","A public service provided to property owners offering access to the amenities of park and open space trees.","Park and Open Space Forestry","","2/22/2010","","KPMG","Active","","","2116","","","false","Public","37"
"SV38","A public service provided to children and their parents or guardians offering early learning opportunities to meet families’ child care needs through fee subsidies to eligible families.","Early Learning and Child Care","","2/22/2010","","KPMG","Active","","","1839","","","false","Public","38"
"SV38.1","A public service provided directly to child care centres offering children and their parents’ or guardians with a subsidy for early learning opportunities coupled with child care.","Early Learning and Child Care Subsidy","","2/22/2010","","KPMG","Active","","","2117","","","false","Public","38"
"SV38.2","A public service provided to early childhood professionals offering a wage subsidy or wage improvement to support higher quality early learning and child care by decreasing staff turnover.","Early Learning and Child Care Wage Subsidy","","2/22/2010","","KPMG","Active","","","2118","","","false","Public","38"
"SV38.3","A public service provided to service providers (professionals), parents and children offering education and training in literacy.","Literacy Training and Education","","2/22/2010","","KPMG","Active","","","2119","","","false","Public","38"
"SV38.4","A public service provided to pre-school agencies offering funds to pre-school children with special needs.","Pre-School Special Needs Funding","","2/22/2010","","KPMG","Active","","","2120","","","false","Public","38"
"SV39","A public service provided to unemployed / underemployed offering financial and employment supports.","Social Support","","2/22/2010","","KPMG","Active","","","1840","","","false","Public","39"
"SV39.1","A public service provided to unemployed / underemployed offering financial assistance in support of subsequent employment.","Financial Assistance","","2/22/2010","","KPMG","Active","","","2121","","","false","Public","39"
"SV39.2","A public service provided to Ontario Works Employment Support Recipients offering employment assistance in support of seeking and securing employment opportunities.","Employment Assistance","","2/22/2010","","KPMG","Active","","","2122","","","false","Public","39"
"SV39.3","This service provides for the intake, eligibility determination, case plan preparation, case plan implementation and monitoring.","Social Support Case Management","","2/22/2010","","KPMG","Active","","","2123","","","false","Public","39"
"SV39.4","This service provides additional information about the local labour market and about resources and services in the community to applicants or participants to assist them in meeting eligibility requirements or to become involved in employment measures.  This service also includes the following types of referrals to other program and service providers:
- Referrals to program partners offering LEAP Parenting Training, Basic Education, etc.
- Referrals to agencies providing programs and services external to Ontario Works.","Social Support Information and Referrals","","2/22/2010","","KPMG","Active","","","2124","","","false","Public","39"
"SV39.5","A public service provided to crisis and outreach victims offering crisis and outreach interventions.","Crisis and Outreach Intervention","","2/22/2010","","KPMG","Active","","","2125","","","false","Public","39"
"SV40","A public service provided to roadway users and adjacent property owners offering lighting of streets and roadways at night and other periods of darkness.  This service also includes the lighting of other public areas.","Street Lighting","","2/22/2010","","KPMG","Active","","","1841","","","false","Public","40"
"SV40.1","A service delivery process group identified for the purpose of defining processes.","Installation and Replacement of Street Lighting","","2/22/2010","","KPMG","Active","","","2126","","","false","Public","40"
"SV40.2","A service delivery process group identified for the purpose of defining processes.","Street Lighting Operations","","2/22/2010","","KPMG","Active","","","2127","","","false","Public","40"
"SV40.3","A service delivery process group identified for the purpose of defining processes.","Street Lighting Maintenance","","2/22/2010","","KPMG","Active","","","2128","","","false","Public","40"
"SV41","An internal service provided to street lighting service providers offering management and optimization of street lights and appurtances over their useful life.","Street Lighting Asset Lifecycle Management","","2/22/2010","","KPMG","Active","","","1842","","","false","Internal","41"
"SV42","A public service provided to traffic violators offering compliance with traffic code, and safer roadways for roadway users.","Traffic Enforcement","","2/22/2010","","KPMG","Active","","","1843","","","false","Public","42"
"SV43","A public service provided to incident victims and their families, property owners, and insurance companies offering mitigation of a life / property threatening incident.","Fire Rescue","","2/22/2010","","KPMG","Active","PGSV97","SVPR349, SVPR350, SVPR351, SVPR352, SVPR353, SVPR354, SVPR355, SVPR356, SVPR357, SVPR358, SVPR359, SVPR360, SVPR361, SVPR362, SVPR363, SVPR364, SVPR365, SVPR366, SVPR367, SVPR368, SVPR369, SVPR370, SVPR371, SVPR372, SVPR373, SVPR374, SVPR375, SVPR376, SVPR377, SVPR378, SVPR379, SVPR380, SVPR381, SVPR382, SVPR383, SVPR384, SVPR385, SVPR386, SVPR387, SVPR388, SVPR389, SVPR390","1844","","","false","Public","43"
"SV43.1","","Structure Fire Response","","2/22/2010","","KPMG","Active","PGSV98","","2129","","","false","Public","43"
"SV43.2","","Environmental Fire Response","","2/22/2010","","KPMG","Active","PGSV99","","2130","","","false","Public","43"
"SV43.3","","Vehicle Fire Response","","2/22/2010","","KPMG","Active","PGSV100","","2131","","","false","Public","43"
"SV43.4","","Electrical Fire Response","","2/22/2010","","KPMG","Active","PGSV101","","2132","","","false","Public","43"
"SV43.5","","Fuels (flammables) Fire Response","","2/22/2010","","KPMG","Active","PGSV102","","2133","","","false","Public","43"
"SV43.6","","Vehicle Accident Response","","2/22/2010","","KPMG","Active","PGSV103","","2134","","","false","Public","43"
"SV43.7","","Medical Assistance Response","","2/22/2010","","KPMG","Active","PGSV104","","2135","","","false","Public","43"
"SV43.8","","Rescue Response","","2/22/2010","","KPMG","Active","PGSV105","","2136","","","false","Public","43"
"SV43.9","","Public Assistance Response","","2/22/2010","","KPMG","Active","PGSV106","","2137","","","false","Public","43"
"SV43.10","","Potential Incident Investigation","","2/22/2010","","KPMG","Active","PGSV107","","2138","","","false","Public","43"
"SV43.11","","Agency Support Response","","2/22/2010","","KPMG","Active","PGSV108","","2139","","","false","Public","43"
"SV43.12","","Incident Hazard Mitigation (clean-up)","","2/22/2010","","KPMG","Active","PGSV109","","2140","","","false","Public","43"
"SV43.13","","Standby Support","","2/22/2010","","KPMG","Active","PGSV110","","2141","","","false","Public","43"
"SV43.14","","Resource Sharing","","2/22/2010","","KPMG","Active","PGSV111","","2142","","","false","Public","43"
"SV43.15","","Incident Cause Investigation","","2/22/2010","","KPMG","Active","PGSV112","","2143","","","false","Public","43"
"SV43.16","","Hazardous Materials Response","","2/22/2010","","KPMG","Active","PGSV113","","2144","","","false","Public","43"
"SV44","An internal service provided to fire rescue service providers offering receipt of emergency calls and dispatching of resources to respond to incidents.","Fire Rescue Call Taking and Dispatching","","2/22/2010","","KPMG","Active","PGSV114","","1845","","","false","Internal","44"
"SV45","A public service provided to students interested in fire prevention by offering training and awareness sessions.","Fire Safety Education","","2/22/2010","","KPMG","Active","PGSV115","SVPR391, SVPR392, SVPR393, SVPR394, SVPR395, SVPR396, SVPR397, SVPR398, SVPR399, SVPR400, SVPR401, SVPR402, SVPR403, SVPR404, SVPR405, SVPR406, SVPR407, SVPR408, SVPR409, SVPR410, SVPR411, SVPR412","1846","","","false","Public","45"
"SV45.1","","Fire Safety Promotion","","2/22/2010","","KPMG","Active","PGSV116","","2145","","","false","Public","45"
"SV45.2","","Fire Setter Counselling","","2/22/2010","","KPMG","Active","PGSV117","","2146","","","false","Public","45"
"SV46","A public service provided to property owners and building occupants offering compliance with the Fire Safety Code.","Fire Safety Inspection","","2/22/2010","","KPMG","Active","PGSV118","","1847","","","false","Public","46"
"SV47","A public service provided to zoo visitors offering access to zoological exhibitions.","Zoo","","2/22/2010","","KPMG","Active","","","1848","","","false","Public","47"
"SV47.1","","Zoo Exhibiting and Visiting","","2/22/2010","","KPMG","Active","","","2147","","","false","Public","47"
"SV47.2","","Zoo Product Sales and Rental","","2/22/2010","","KPMG","Active","","","2148","","","false","Public","47"
"SV47.3","","Zoo Education and Outreach","","2/22/2010","","KPMG","Active","","","2149","","","false","Public","47"
"SV47.4","","Zoo Special Event Hosting","","2/22/2010","","KPMG","Active","","","2150","","","false","Public","47"
"SV47.5","","Zoo Volunteer Management","","2/22/2010","","KPMG","Active","","","2151","","","false","Public","47"
"SV47.6","","Zoo Exhibit Design and Graphics","","2/22/2010","","KPMG","Active","","","2152","","","false","Public","47"
"SV47.7","","Zoo Curatorial","","2/22/2010","","KPMG","Active","","","2153","","","false","Public","47"
"SV47.8","","Zoo Infrastructure Management","","2/22/2010","","KPMG","Active","","","2154","","","false","Public","47"
"SV47.9","","Zoo Animal Collection Care","","2/22/2010","","KPMG","Active","","","2155","","","false","Public","47"
"SV48","A public service provided to animal owners and property owners affected by roaming animals offering safe capture and detention of stray animals.","Animal Control","","2/22/2010","","KPMG","Active","","","1849","","","false","Public","48"
"SV48.1","","Animal Registration","","2/22/2010","","KPMG","Active","","","2156","","","false","Public","48"
"SV48.2","","Animal Patrol and Intervention","","2/22/2010","","KPMG","Active","","","2157","","","false","Public","48"
"SV48.3","","Rodent Control","","2/22/2010","","KPMG","Active","","","2158","","","false","Public","48"
"SV48.4","","Stray Animal Care","","2/22/2010","","KPMG","Active","","","2159","","","false","Public","48"
"SV48.5","","Dangerous Animal Investigation and Assessment","","2/22/2010","","KPMG","Active","","","2160","","","false","Public","48"
"SV49","A public service provided to victims of incidents and perpetrators offering reduced loss of lives, reduced loss of property, reduced injury and improved security due to incidents.","Police Patrolling and Intervention","","2/22/2010","","KPMG","Active","","","1850","","","false","Public","49"
"SV49.1","A public service provided to potential victims and perpetrators offering protection from criminal activity through regular patrol of the community or neighbourhood.","Police Patrolling","","2/22/2010","","KPMG","Active","","","2161","","","false","Public","49"
"SV49.2","A public service provided to victims of incidents and perpetrators offering intervention in incidents to reduce the loss of life or property due to the incident.","Police Intervention","","2/22/2010","","KPMG","Active","","","2162","","","false","Public","49"
"SV50","A public service provided to the courts offering security of courtrooms during proceedings.","Courtroom Security","","2/22/2010","","KPMG","Active","","","1851","","","false","Public","50"
"SV51","A public service provided to victims and their families, and youth at risk offering referral to support service providers.","Victim Support and Referral","","2/22/2010","","KPMG","Active","","","1852","","","false","Public","51"
"SV52","A public service provided to potential employees and their prospective employers offering assurance of no criminal record of the employee.","Security Clearance / Criminal Record Checking","","2/22/2010","","KPMG","Active","","","1853","","","false","Public","52"
"SV52.1","A public service provided to employers offering assurance that a prospective employee has no security restrictions.","Security Clearance Checking","","2/22/2010","","KPMG","Active","","","2163","","","false","Public","52"
"SV52.2","A public service provided to employers offering assurance that a prospective employee has no criminal record.","Criminal Record Checking","","2/22/2010","","KPMG","Active","","","2164","","","false","Public","52"
"SV53","A public service provided to students interested in crime prevention by offering training and awareness sessions.","Crime Prevention Education","","2/22/2010","","KPMG","Active","","","1854","","","false","Public","53"
"SV54","A public service provided to utility and construction contractors / operators offering advice on the location of underground infrastructure (e.g. gas lines, water lines, buried cable, etc.) thereby allowing the contractor who is digging around the site of such buried infrastructure not to damage the infrastructure.","Utility Locating","","2/22/2010","","KPMG","Active","","","1855","","","false","Public","54"
"SV55","A public service provided to roadway users offering convenient, safe access to public highways (roads) for the transport of people, goods and services.","Road Access and Maintenance","","2/22/2010","","KPMG","Active","","","1856","","","false","Public","55"
"SV55.1","An internal service provided to road service providers offering support in the design and construction of roads.","Roadway Design and Construction","","2/22/2010","","KPMG","Active","","","2165","","","false","Internal","55"
"SV55.2","An internal service provided to road service providers offering maintenance of roads, roadways and appurtenances.","Road Maintenance","","2/22/2010","","KPMG","Active","","","2166","","","false","Internal","55"
"SV55.3","A public service provided to roadway users offering safe passage along roadways during winter conditions.","Winter Control (Road Snow and Ice Control)","","2/22/2010","","KPMG","Active","","","2167","","","false","Public","55"
"SV55.4","An internal service provided to road service providers offering management and optimization of road infrastructure assets over their useful life.","Road Asset Lifecycle Management","","2/22/2010","","KPMG","Active","","","2168","","","false","Internal","55"
"SV56","A public service provided to parking patrons offering a period of parking typically provided in a parking space accessible on the street or off the street in a parking lot or parking facility.","Parking","","2/22/2010","","KPMG","Active","","","1857","","","false","Public","56"
"SV56.1","A public service provided to parking patrons offering a period of parking typically provided in a parking space accessible on the street or off the street in a parking lot or parking facility.","On-Street Parking","","2/22/2010","","KPMG","Active","","","2169","","","false","Public","56"
"SV56.2","A public service provided to parking patron (vehicle operators) offering limited time parking privileges to conveniently access business establishments.","Off-Street Parking","","2/22/2010","","KPMG","Active","","","2170","","","false","Public","56"
"SV56.3","A public service provided to parking by-law violators and roadway users offering increased compliance with the Parking By-law.","Parking By-Law Enforcement","","2/22/2010","","KPMG","Active","","","2171","","","false","Public","56"
"SV56.4","A public service provided to parking patron offering a period of vehicular parking in residential or commercial areas.","Parking Permission","","2/22/2010","","KPMG","Active","","","2172","","","false","Public","56"
"SV57","A public service provided to road users offered controlled access to the roadway by vehicles, pedestrians and bicycles.","Traffic Flow Control","","2/22/2010","","KPMG","Active","","","1858","","","false","Public","57"
"SV57.1","","Traffic Signalization","","2/22/2010","","KPMG","Active","","","2173","","","false","Public","57"
"SV57.2","","Intelligent Transportation System Operation","","2/22/2010","","KPMG","Active","","","2174","","","false","Public","57"
"SV57.3","","Traffic Control/Street Signs Maintenance  ","","2/22/2010","","KPMG","Active","","","2175","","","false","Public","57"
"SV57.4","","Traffic Control Markings Maintenance","","2/22/2010","","KPMG","Active","","","2176","","","false","Public","57"
"SV57.5","","Traffic Engineering Support","","2/22/2010","","KPMG","Active","","","2177","","","false","Public","57"
"SV57.6","A public service provided to school aged children and their parents offering safe crossing of busy roadways adjacent to schools.","School Crossing Guard","","2/22/2010","","KPMG","Active","","","2178","","","false","Public","57"
"SV58","A public service provided to persons wishing to occupy a portion of a public right-of-way, typically for retail use (e.g. outdoor patio), with permission to do so.","Right-of-Way Occupancy Permission","","2/22/2010","","KPMG","Active","PGSV67","","1859","","","false","Public","58"
"SV58.1","","Sidewalk Café Permission","","2/22/2010","","KPMG","Active","","","2179","","","false","Public","58"
"SV58.2","","On-Street Parking Permission","","2/22/2010","","KPMG","Active","","","2180","","","false","Public","58"
"SV58.3","","Private Drain Connection Permission","","2/22/2010","","KPMG","Active","","","2181","","","false","Public","58"
"SV58.4","","Hoarding Permission","","2/22/2010","","KPMG","Active","","","2182","","","false","Public","58"
"SV58.5","","Utility Cut Permission","","2/22/2010","","KPMG","Active","","","2183","","","false","Public","58"
"SV58.6","","Oversize Vehicle Permission","","2/22/2010","","KPMG","Active","","","2184","","","false","Public","58"
"SV58.7","","Film Permission","","2/22/2010","","KPMG","Active","","","2185","","","false","Public","58"
"SV59","A public service provided to pedestrians offering access to sidewalks, and involves provision of safe, functional sidewalks, including placement and maintenance of access curb ramps.","Sidewalk and Pathway Access and Maintenance","","2/22/2010","","KPMG","Active","","","1860","","","false","Public","59"
"SV59.1","","Sidewalk and Pathway Design","","2/22/2010","","KPMG","Active","","","2186","","","false","Public","59"
"SV59.2","A public service provided to pedestrians offering access to a new sidewalk.  Note, a sidewalk is typically constructed as part of a development proposal but the commissioning is acknowledging that the sidewalk constructed is to standard.","Sidewalk Commissioning","","2/22/2010","","KPMG","Active","","","2187","","","false","Public","59"
"SV59.3","","Sidewalk Access Ramp Construction","","2/22/2010","","KPMG","Active","","","2188","","","false","Public","59"
"SV59.4","","Trail Lighting","","2/22/2010","","KPMG","Active","","","2189","","","false","Public","59"
"SV59.5","","Sidewalk Repair and Maintenance ","","2/22/2010","","KPMG","Active","","","2190","","","false","Public","59"
"SV59.6","","Sidewalk Snow Clearing","","2/22/2010","","KPMG","Active","","","2191","","","false","Public","59"
"SV59.7","","Sidewalk Asset Lifecycle Management","","2/22/2010","","KPMG","Active","","","2192","","","false","Public","59"
"SV60","A public service provided to transit riders / passengers offering a scheduled transit and Para transit trips.","Transit","","2/22/2010","","KPMG","Active","","","1861","","","false","Public","60"
"SV60.1","A public service provided to transit riders / passengers offering a scheduled transit trip.","Scheduled Transit","","2/22/2010","","KPMG","Active","","","2193","","","false","Public","60"
"SV60.2","A public service provided to contractors offering access to transit vehicles for regular transport of people.","Contracted Transit","","2/22/2010","","KPMG","Active","","","2194","","","false","Public","60"
"SV60.3","A public service provided to special event hosts offering access to transit vehicles for the transport of people.","Special Event Transit","","2/22/2010","","KPMG","Active","","","2195","","","false","Public","60"
"SV60.4","An internal service provided to transit service providers offering management and optimization of transit assets  over their useful life.","Scheduled Transit Infrastructure Lifecycle Management","","2/22/2010","","KPMG","Active","","","2196","","","false","Internal","60"
"SV60.5","A public service provided to persons with mobility disabilities offering on demand transit trips to and from medical, shopping and recreational facilities thereby assisting these individuals in leading active, productive lifestyles.","Para-Transit","","2/22/2010","","KPMG","Active","","","2197","","","false","Public","60"
"SV61","A public service provided to airport users offering access to an airport facility.","Airport","","2/22/2010","","KPMG","Active","","","1862","","","false","Public","61"
"SV61.1","A public service provided to businesses offering a lease to access a portion of the airport facility to conduct their business.","Airport Property Leasing","","2/22/2010","","KPMG","Active","","","2198","","","false","Public","61"
"SV61.2","A public service provided to airport users offering safety of passengers, employees and visitors as well as security of private and public property while using an airport.","Airport Security","","2/22/2010","","KPMG","Active","","","2199","","","false","Public","61"
"SV61.3","A public service provided to airport users offering access to limited term parking spaces.","Airport Parking","","2/22/2010","","KPMG","Active","","","2200","","","false","Public","61"
"SV61.4","A public service provided to airport users offering access to an operating airport facility.","Airport Operations","","2/22/2010","","KPMG","Active","","","2201","","","false","Public","61"
"SV61.5","An internal service provided to the airport operator offering management of the airport assets over their lifespan.","Airport Asset Lifecycle Management","","2/22/2010","","KPMG","Active","","","2202","","","false","Internal","61"
"SV62","A public service provided to ferry passengers offering a ferry trip","Ferry","","2/22/2010","","KPMG","Active","","","1863","","","false","Public","62"
"SV63","A public service provided to the community offering the development of partnerships to further the interests of the community.","Community Partnership Development","","2/22/2010","","KPMG","Active","","","1864","","","false","Public","63"
